cAnnee,cCodeNiv,cCodeStru,uid_dhis2,cPeriode,cTypeRapport,cSRO_NJRS
2016,520407,520451015,NNOQjN6IT07,02,21,
2016,520407,520451015,NNOQjN6IT07,03,21,
2016,520407,520451015,NNOQjN6IT07,04,21,
2016,520407,520451015,NNOQjN6IT07,10,21,
2016,520407,520451015,NNOQjN6IT07,11,21,
2016,520407,520451015,NNOQjN6IT07,12,21,
2016,520407,520451016,CVD8XJy5QTw,01,21,
2016,520407,520451016,CVD8XJy5QTw,02,21,
2016,520407,520451016,CVD8XJy5QTw,03,21,
2016,520407,520451016,CVD8XJy5QTw,04,21,
2016,520407,520451016,CVD8XJy5QTw,05,21,
2016,520407,520451016,CVD8XJy5QTw,06,21,
2016,520407,520451016,CVD8XJy5QTw,07,21,
2016,520407,520451016,CVD8XJy5QTw,08,21,
2016,520407,520451016,CVD8XJy5QTw,10,21,
2016,520407,520451016,CVD8XJy5QTw,11,21,
2016,520407,520451016,CVD8XJy5QTw,12,21,
2016,520407,520451017,Ciamuli6dwJ,01,21,
2016,520407,520451017,Ciamuli6dwJ,02,21,
2016,520407,520451017,Ciamuli6dwJ,03,21,
2016,520407,520451017,Ciamuli6dwJ,04,21,
2016,520407,520451017,Ciamuli6dwJ,05,21,
2016,520407,520451017,Ciamuli6dwJ,06,21,
2016,520407,520451017,Ciamuli6dwJ,08,21,
2016,520407,520451017,Ciamuli6dwJ,09,21,
2016,520407,520451017,Ciamuli6dwJ,10,21,
2016,520407,520451017,Ciamuli6dwJ,11,21,
2016,520407,520451017,Ciamuli6dwJ,12,21,
2016,520408,520441018,LLjlRbazvTc,01,21,
2016,520408,520441018,LLjlRbazvTc,02,21,
2016,520408,520441018,LLjlRbazvTc,03,21,
2016,520408,520441018,LLjlRbazvTc,04,21,
2016,520408,520441018,LLjlRbazvTc,05,21,
2016,520408,520441018,LLjlRbazvTc,06,21,
2016,520408,520441018,LLjlRbazvTc,07,21,
2016,520408,520441018,LLjlRbazvTc,09,21,
2016,520408,520441018,LLjlRbazvTc,10,21,
2016,520408,520441018,LLjlRbazvTc,11,21,
2016,520408,520441018,LLjlRbazvTc,12,21,
2016,520408,520451019,XkRrx2ArMdS,01,21,
2016,520408,520451019,XkRrx2ArMdS,02,21,
2016,520408,520451019,XkRrx2ArMdS,03,21,
2016,520408,520451019,XkRrx2ArMdS,04,21,
2016,520408,520451019,XkRrx2ArMdS,05,21,
2016,520408,520451019,XkRrx2ArMdS,06,21,
2016,520408,520451019,XkRrx2ArMdS,07,21,
2016,520408,520451019,XkRrx2ArMdS,08,21,
2016,520408,520451019,XkRrx2ArMdS,09,21,
2016,520408,520451019,XkRrx2ArMdS,10,21,
2016,520408,520451019,XkRrx2ArMdS,11,21,
2016,520408,520451019,XkRrx2ArMdS,12,21,
2016,520409,520441020,LGgklbQWokr,01,21,
2016,520409,520441020,LGgklbQWokr,02,21,
2016,520409,520441020,LGgklbQWokr,03,21,
2016,520409,520441020,LGgklbQWokr,04,21,
2016,520409,520441020,LGgklbQWokr,05,21,
2016,520409,520441020,LGgklbQWokr,06,21,
2016,520409,520441020,LGgklbQWokr,07,21,
2016,520409,520441020,LGgklbQWokr,09,21,
2016,520409,520441020,LGgklbQWokr,10,21,
2016,520409,520441020,LGgklbQWokr,11,21,
2016,520409,520441020,LGgklbQWokr,12,21,
2016,520409,520451021,DjrEipKkPeJ,01,21,
2016,520409,520451021,DjrEipKkPeJ,02,21,
2016,520409,520451021,DjrEipKkPeJ,03,21,
2016,520409,520451021,DjrEipKkPeJ,04,21,
2016,520410,520441022,dW0VdyzNTGA,01,21,
2016,520410,520441022,dW0VdyzNTGA,02,21,
2016,520410,520441022,dW0VdyzNTGA,03,21,
2016,520410,520441022,dW0VdyzNTGA,04,21,
2016,520410,520441022,dW0VdyzNTGA,11,21,
2016,520501,520541001,d7QawY7ltNo,02,21,30
2016,520501,520541001,d7QawY7ltNo,03,21,30
2016,520501,520541001,d7QawY7ltNo,04,21,30
2016,520501,520541001,d7QawY7ltNo,06,21,
2016,520501,520541001,d7QawY7ltNo,07,21,
2016,520501,520541001,d7QawY7ltNo,08,21,
2016,520501,520541001,d7QawY7ltNo,09,21,
2016,520501,520541001,d7QawY7ltNo,10,21,
2016,520501,520541001,d7QawY7ltNo,11,21,
2016,520501,520541001,d7QawY7ltNo,12,21,
2016,520502,520541004,MECLgzRpV6m,03,21,
2016,520502,520541004,MECLgzRpV6m,04,21,
2016,520502,520541004,MECLgzRpV6m,05,21,
2016,520502,520541004,MECLgzRpV6m,06,21,
2016,520502,520541004,MECLgzRpV6m,07,21,
2016,520502,520541004,MECLgzRpV6m,08,21,
2016,520502,520541004,MECLgzRpV6m,09,21,
2016,520502,520541004,MECLgzRpV6m,10,21,
2016,520502,520541004,MECLgzRpV6m,11,21,
2016,520502,520541004,MECLgzRpV6m,12,21,
2016,520503,520541006,SleJ8UByRwS,01,21,30
2016,520503,520541006,SleJ8UByRwS,02,21,29
2016,520503,520541006,SleJ8UByRwS,03,21,
2016,520503,520541006,SleJ8UByRwS,04,21,
2016,520503,520541006,SleJ8UByRwS,05,21,
2016,520503,520541006,SleJ8UByRwS,07,21,30
2016,520503,520541006,SleJ8UByRwS,08,21,30
2016,520503,520541006,SleJ8UByRwS,09,21,30
2016,520503,520541006,SleJ8UByRwS,10,21,
2016,520503,520541006,SleJ8UByRwS,11,21,
2016,520503,520541006,SleJ8UByRwS,12,21,
2016,520503,520541010,ojt6kwKSVlo,11,21,30
2016,520503,520541010,ojt6kwKSVlo,12,21,
2016,520503,520551007,z8qtW5o27LQ,01,21,
2016,520503,520551007,z8qtW5o27LQ,03,21,
2016,520503,520551007,z8qtW5o27LQ,04,21,
2016,520503,520551007,z8qtW5o27LQ,05,21,
2016,520503,520551007,z8qtW5o27LQ,06,21,
2016,520503,520551007,z8qtW5o27LQ,08,21,
2016,520503,520551007,z8qtW5o27LQ,09,21,
2016,520503,520551007,z8qtW5o27LQ,10,21,
2016,520503,520551007,z8qtW5o27LQ,11,21,
2016,520503,520551007,z8qtW5o27LQ,12,21,
2016,520503,520551008,XZooQvH8LS2,01,21,
2016,520503,520551008,XZooQvH8LS2,03,21,
2016,520503,520551008,XZooQvH8LS2,04,21,
2016,520503,520551008,XZooQvH8LS2,05,21,
2016,520503,520551008,XZooQvH8LS2,06,21,
2016,520503,520551008,XZooQvH8LS2,07,21,
2016,520503,520551008,XZooQvH8LS2,08,21,
2016,520503,520551008,XZooQvH8LS2,09,21,
2016,520503,520551008,XZooQvH8LS2,10,21,
2016,520503,520551008,XZooQvH8LS2,11,21,
2016,520503,520551008,XZooQvH8LS2,12,21,
2016,520503,520551009,UYb0Edrs24K,01,21,
2016,520503,520551009,UYb0Edrs24K,02,21,
2016,520503,520551009,UYb0Edrs24K,03,21,
2016,520503,520551009,UYb0Edrs24K,04,21,
2016,520503,520551009,UYb0Edrs24K,05,21,
2016,520503,520551009,UYb0Edrs24K,06,21,
2016,520503,520551009,UYb0Edrs24K,07,21,
2016,520503,520551009,UYb0Edrs24K,08,21,
2016,520503,520551009,UYb0Edrs24K,09,21,
2016,520503,520551009,UYb0Edrs24K,10,21,
2016,520503,520551009,UYb0Edrs24K,11,21,
2016,520503,520551009,UYb0Edrs24K,12,21,30
2016,520503,520551011,nIX56EHLW29,01,21,
2016,520503,520551011,nIX56EHLW29,02,21,30
2016,520503,520551011,nIX56EHLW29,03,21,
2016,520503,520551011,nIX56EHLW29,05,21,
2016,520503,520551011,nIX56EHLW29,06,21,
2016,520503,520551011,nIX56EHLW29,07,21,
2016,520503,520551011,nIX56EHLW29,08,21,30
2016,520503,520551011,nIX56EHLW29,10,21,
2016,520503,520551011,nIX56EHLW29,11,21,
2016,520503,520551011,nIX56EHLW29,12,21,30
2016,520504,520541015,RREl9yKEz0h,01,21,30
2016,520504,520541015,RREl9yKEz0h,02,21,
2016,520504,520541015,RREl9yKEz0h,03,21,30
2016,520504,520541015,RREl9yKEz0h,04,21,30
2016,520504,520541015,RREl9yKEz0h,05,21,30
2016,520504,520541015,RREl9yKEz0h,06,21,
2016,520504,520541015,RREl9yKEz0h,07,21,
2016,520504,520541015,RREl9yKEz0h,08,21,
2016,520504,520541015,RREl9yKEz0h,09,21,
2016,520504,520541015,RREl9yKEz0h,10,21,
2016,520504,520541015,RREl9yKEz0h,11,21,
2016,520504,520541015,RREl9yKEz0h,12,21,
2016,520504,520551016,uDfsUf8Y0Uf,01,21,30
2016,520504,520551016,uDfsUf8Y0Uf,02,21,30
2016,520504,520551016,uDfsUf8Y0Uf,03,21,30
2016,520504,520551016,uDfsUf8Y0Uf,04,21,30
2016,520504,520551016,uDfsUf8Y0Uf,06,21,30
2016,520504,520551016,uDfsUf8Y0Uf,07,21,30
2016,520504,520551016,uDfsUf8Y0Uf,08,21,30
2016,520504,520551016,uDfsUf8Y0Uf,09,21,
2016,520504,520551016,uDfsUf8Y0Uf,10,21,
2016,520504,520551016,uDfsUf8Y0Uf,11,21,
2016,520504,520551016,uDfsUf8Y0Uf,12,21,
2016,520506,520541019,sDiO2EjF6jr,04,21,
2016,520506,520541019,sDiO2EjF6jr,05,21,
2016,520506,520541019,sDiO2EjF6jr,06,21,
2016,520506,520541019,sDiO2EjF6jr,07,21,
2016,520506,520541019,sDiO2EjF6jr,08,21,
2016,520506,520541019,sDiO2EjF6jr,09,21,
2016,520506,520541019,sDiO2EjF6jr,10,21,
2016,520506,520541019,sDiO2EjF6jr,11,21,
2016,520506,520541019,sDiO2EjF6jr,12,21,
2016,520506,520551020,DjJMYHiUhdN,01,21,10
2016,520506,520551020,DjJMYHiUhdN,03,21,5
2016,520506,520551020,DjJMYHiUhdN,05,21,
2016,520506,520551020,DjJMYHiUhdN,06,21,7
2016,520506,520551020,DjJMYHiUhdN,07,21,
2016,520506,520551020,DjJMYHiUhdN,09,21,
2016,520506,520551020,DjJMYHiUhdN,10,21,
2016,520506,520551020,DjJMYHiUhdN,11,21,
2016,520506,520551020,DjJMYHiUhdN,12,21,
2016,520507,520541021,PyNp08ybAAz,02,21,30
2016,520507,520541021,PyNp08ybAAz,03,21,30
2016,520507,520541021,PyNp08ybAAz,04,21,30
2016,520507,520541021,PyNp08ybAAz,05,21,30
2016,520507,520541021,PyNp08ybAAz,06,21,30
2016,520507,520541021,PyNp08ybAAz,07,21,30
2016,520507,520541021,PyNp08ybAAz,08,21,30
2016,520507,520541021,PyNp08ybAAz,09,21,28
2016,520507,520541021,PyNp08ybAAz,10,21,
2016,520507,520541021,PyNp08ybAAz,11,21,
2016,520507,520541021,PyNp08ybAAz,12,21,
2016,520507,520541022,dTBjkbykohq,01,21,
2016,520507,520541022,dTBjkbykohq,02,21,
2016,520507,520541022,dTBjkbykohq,05,21,
2016,520507,520541022,dTBjkbykohq,06,21,
2016,520507,520541022,dTBjkbykohq,07,21,
2016,520507,520541022,dTBjkbykohq,08,21,
2016,520507,520541022,dTBjkbykohq,09,21,
2016,520507,520541022,dTBjkbykohq,10,21,
2016,520507,520541022,dTBjkbykohq,11,21,
2016,520507,520541022,dTBjkbykohq,12,21,
2016,520508,520541024,peRgrp5UIly,02,21,30
2016,520508,520541024,peRgrp5UIly,03,21,30
2016,520508,520541024,peRgrp5UIly,04,21,30
2016,520508,520541024,peRgrp5UIly,05,21,30
2016,520508,520541024,peRgrp5UIly,06,21,30
2016,520508,520541024,peRgrp5UIly,07,21,30
2016,520508,520541024,peRgrp5UIly,08,21,30
2016,520508,520541024,peRgrp5UIly,09,21,
2016,520508,520541024,peRgrp5UIly,10,21,30
2016,520508,520541024,peRgrp5UIly,11,21,
2016,520508,520541024,peRgrp5UIly,12,21,30
2016,520509,520541026,h5bEbjotzca,01,21,
2016,520509,520541026,h5bEbjotzca,02,21,
2016,520509,520541026,h5bEbjotzca,03,21,
2016,520509,520541026,h5bEbjotzca,04,21,
2016,520509,520541026,h5bEbjotzca,05,21,
2016,520509,520541026,h5bEbjotzca,06,21,
2016,520509,520541026,h5bEbjotzca,07,21,
2016,520509,520541026,h5bEbjotzca,08,21,
2016,520509,520541026,h5bEbjotzca,09,21,
2016,520509,520541026,h5bEbjotzca,10,21,
2016,520509,520541026,h5bEbjotzca,11,21,
2016,520509,520541026,h5bEbjotzca,12,21,
2016,520509,520541027,hmtMjAIdhdL,01,21,
2016,520509,520541027,hmtMjAIdhdL,03,21,
2016,520509,520541027,hmtMjAIdhdL,04,21,
2016,520509,520541027,hmtMjAIdhdL,05,21,
2016,520509,520541027,hmtMjAIdhdL,06,21,
2016,520509,520541027,hmtMjAIdhdL,07,21,
2016,520509,520541027,hmtMjAIdhdL,08,21,
2016,520509,520541027,hmtMjAIdhdL,09,21,
2016,520509,520541027,hmtMjAIdhdL,10,21,
2016,520509,520541027,hmtMjAIdhdL,11,21,
2016,520509,520541027,hmtMjAIdhdL,12,21,
2016,520510,520541028,o8a7IjyDcEc,01,21,
2016,520510,520541028,o8a7IjyDcEc,02,21,
2016,520510,520541028,o8a7IjyDcEc,03,21,
2016,520510,520541028,o8a7IjyDcEc,04,21,
2016,520510,520541028,o8a7IjyDcEc,05,21,
2016,520510,520541028,o8a7IjyDcEc,06,21,
2016,520510,520541028,o8a7IjyDcEc,07,21,
2016,520510,520541028,o8a7IjyDcEc,08,21,
2016,520510,520541028,o8a7IjyDcEc,09,21,
2016,520510,520541028,o8a7IjyDcEc,10,21,
2016,520510,520541028,o8a7IjyDcEc,11,21,
2016,520510,520541028,o8a7IjyDcEc,12,21,
2016,520511,520541029,MvOJuuZX9WO,01,21,15
2016,520511,520541029,MvOJuuZX9WO,02,21,
2016,520511,520541029,MvOJuuZX9WO,03,21,
2016,520511,520541029,MvOJuuZX9WO,04,21,
2016,520511,520541029,MvOJuuZX9WO,05,21,
2016,520511,520541029,MvOJuuZX9WO,06,21,
2016,520511,520541029,MvOJuuZX9WO,07,21,
2016,520511,520541029,MvOJuuZX9WO,08,21,10
2016,520511,520541029,MvOJuuZX9WO,09,21,
2016,520511,520541029,MvOJuuZX9WO,10,21,
2016,520511,520541029,MvOJuuZX9WO,11,21,
2016,520512,520551030,t4odii1CWHL,01,21,
2016,520512,520551030,t4odii1CWHL,02,21,
2016,520512,520551030,t4odii1CWHL,03,21,
2016,520512,520551030,t4odii1CWHL,04,21,
2016,520512,520551030,t4odii1CWHL,05,21,
2016,520512,520551030,t4odii1CWHL,06,21,
2016,520512,520551030,t4odii1CWHL,07,21,
2016,520512,520551030,t4odii1CWHL,08,21,
2016,520512,520551030,t4odii1CWHL,09,21,
2016,520512,520551030,t4odii1CWHL,11,21,
2016,520512,520551030,t4odii1CWHL,12,21,
2016,520512,520551031,As9vGoqP9ZE,01,21,
2016,520512,520551031,As9vGoqP9ZE,02,21,30
2016,520512,520551031,As9vGoqP9ZE,03,21,30
2016,520512,520551031,As9vGoqP9ZE,04,21,30
2016,520512,520551031,As9vGoqP9ZE,05,21,30
2016,520512,520551031,As9vGoqP9ZE,06,21,30
2016,520512,520551031,As9vGoqP9ZE,07,21,30
2016,520512,520551031,As9vGoqP9ZE,08,21,30
2016,520512,520551031,As9vGoqP9ZE,09,21,
2016,520512,520551031,As9vGoqP9ZE,10,21,
2016,520512,520551031,As9vGoqP9ZE,11,21,
2016,520512,520551031,As9vGoqP9ZE,12,21,
2016,520513,520541032,WeAYOUkfvJs,04,21,
2016,520513,520541032,WeAYOUkfvJs,05,21,
2016,520513,520541032,WeAYOUkfvJs,07,21,
2016,520513,520541032,WeAYOUkfvJs,08,21,
2016,520513,520541032,WeAYOUkfvJs,09,21,
2016,520513,520541032,WeAYOUkfvJs,12,21,
2016,520513,520551033,AmttWDCIUgg,01,21,30
2016,520513,520551033,AmttWDCIUgg,02,21,30
2016,520513,520551033,AmttWDCIUgg,03,21,30
2016,520513,520551033,AmttWDCIUgg,04,21,
2016,520513,520551033,AmttWDCIUgg,05,21,
2016,520513,520551033,AmttWDCIUgg,06,21,
2016,520513,520551033,AmttWDCIUgg,07,21,
2016,520513,520551033,AmttWDCIUgg,08,21,
2016,520513,520551033,AmttWDCIUgg,09,21,
2016,520513,520551033,AmttWDCIUgg,11,21,
2016,520513,520551033,AmttWDCIUgg,12,21,
2016,520513,520553034,JauyNog8mD9,09,21,
2016,520514,520541035,ByNadOBcqKX,01,21,30
2016,520514,520541035,ByNadOBcqKX,02,21,30
2016,520514,520541035,ByNadOBcqKX,03,21,30
2016,520514,520541035,ByNadOBcqKX,05,21,30
2016,520514,520541035,ByNadOBcqKX,06,21,30
2016,520514,520541035,ByNadOBcqKX,07,21,30
2016,520514,520541035,ByNadOBcqKX,08,21,30
2016,520514,520541035,ByNadOBcqKX,09,21,30
2016,520514,520541035,ByNadOBcqKX,10,21,30
2016,520514,520541035,ByNadOBcqKX,11,21,30
2016,520514,520541035,ByNadOBcqKX,12,21,
2016,520514,520551036,oWQtLx6CDCQ,01,21,
2016,520514,520551036,oWQtLx6CDCQ,02,21,
2016,520514,520551036,oWQtLx6CDCQ,03,21,
2016,520514,520551036,oWQtLx6CDCQ,04,21,
2016,520514,520551036,oWQtLx6CDCQ,05,21,
2016,520514,520551036,oWQtLx6CDCQ,06,21,10
2016,520514,520551036,oWQtLx6CDCQ,07,21,
2016,520514,520551036,oWQtLx6CDCQ,08,21,
2016,520514,520551036,oWQtLx6CDCQ,09,21,
2016,520514,520551036,oWQtLx6CDCQ,10,21,
2016,520514,520551036,oWQtLx6CDCQ,11,21,
2016,520514,520551036,oWQtLx6CDCQ,12,21,
2016,520515,520541038,K1n9pQ77slI,01,21,
2016,520515,520541038,K1n9pQ77slI,02,21,
2016,520515,520541038,K1n9pQ77slI,04,21,
2016,520515,520541038,K1n9pQ77slI,05,21,
2016,520515,520541038,K1n9pQ77slI,06,21,
2016,520515,520541038,K1n9pQ77slI,07,21,
2016,520515,520541038,K1n9pQ77slI,08,21,
2016,520515,520541038,K1n9pQ77slI,09,21,
2016,520515,520541038,K1n9pQ77slI,10,21,
2016,520515,520541038,K1n9pQ77slI,11,21,
2016,520515,520541038,K1n9pQ77slI,12,21,
2016,520515,520551039,qekCJJztcHn,03,21,
2016,520515,520551039,qekCJJztcHn,04,21,
2016,520515,520551039,qekCJJztcHn,06,21,
2016,520515,520551039,qekCJJztcHn,07,21,
2016,520515,520551039,qekCJJztcHn,08,21,
2016,520515,520551039,qekCJJztcHn,10,21,
2016,520515,520551039,qekCJJztcHn,12,21,
2016,520516,520541040,oPV7CEDfCJD,01,21,30
2016,520516,520541040,oPV7CEDfCJD,02,21,30
2016,520516,520541040,oPV7CEDfCJD,03,21,30
2016,520516,520541040,oPV7CEDfCJD,04,21,30
2016,520516,520541040,oPV7CEDfCJD,05,21,30
2016,520516,520541040,oPV7CEDfCJD,06,21,30
2016,520516,520541040,oPV7CEDfCJD,07,21,
2016,520516,520541040,oPV7CEDfCJD,08,21,
2016,520516,520541040,oPV7CEDfCJD,09,21,
2016,520516,520541040,oPV7CEDfCJD,10,21,
2016,520516,520541040,oPV7CEDfCJD,11,21,
2016,520516,520541040,oPV7CEDfCJD,12,21,30
2016,520516,520551041,Nvd4nYv5Mrc,03,21,
2016,520516,520551042,d0n2W7psb6s,03,21,
2016,520516,520551042,d0n2W7psb6s,04,21,
2016,520516,520551042,d0n2W7psb6s,05,21,
2016,520516,520551042,d0n2W7psb6s,06,21,
2016,520516,520551042,d0n2W7psb6s,08,21,
2016,520516,520551042,d0n2W7psb6s,09,21,
2016,520516,520551042,d0n2W7psb6s,12,21,
2016,520517,520541043,ZUjsI5hyqOt,01,21,
2016,520517,520541043,ZUjsI5hyqOt,02,21,
2016,520517,520541043,ZUjsI5hyqOt,03,21,
2016,520517,520541043,ZUjsI5hyqOt,04,21,
2016,520517,520541043,ZUjsI5hyqOt,05,21,
2016,520517,520541043,ZUjsI5hyqOt,06,21,
2016,520517,520541043,ZUjsI5hyqOt,07,21,
2016,520517,520541043,ZUjsI5hyqOt,08,21,
2016,520517,520541043,ZUjsI5hyqOt,09,21,
2016,520517,520541043,ZUjsI5hyqOt,10,21,
2016,520517,520541043,ZUjsI5hyqOt,11,21,
2016,520517,520541043,ZUjsI5hyqOt,12,21,
2016,520517,520551044,RnXNQqcoIdB,01,21,
2016,520517,520551044,RnXNQqcoIdB,02,21,
2016,520517,520551044,RnXNQqcoIdB,03,21,
2016,520517,520551044,RnXNQqcoIdB,04,21,
2016,520517,520551044,RnXNQqcoIdB,05,21,
2016,520517,520551044,RnXNQqcoIdB,06,21,
2016,520517,520551044,RnXNQqcoIdB,07,21,
2016,520517,520551044,RnXNQqcoIdB,08,21,
2016,520517,520551044,RnXNQqcoIdB,09,21,
2016,520517,520551044,RnXNQqcoIdB,10,21,
2016,520517,520551044,RnXNQqcoIdB,11,21,
2016,520517,520551044,RnXNQqcoIdB,12,21,
2016,520518,520541046,xCeoMKLcLIn,02,21,
2016,520518,520541046,xCeoMKLcLIn,03,21,30
2016,520518,520541046,xCeoMKLcLIn,04,21,
2016,520518,520541046,xCeoMKLcLIn,06,21,
2016,520518,520541046,xCeoMKLcLIn,07,21,
2016,520518,520541046,xCeoMKLcLIn,08,21,
2016,520518,520541046,xCeoMKLcLIn,09,21,
2016,520518,520541046,xCeoMKLcLIn,11,21,
2016,520518,520541046,xCeoMKLcLIn,12,21,
2016,520518,520541047,eGq0h1qdERQ,02,21,29
2016,520518,520541047,eGq0h1qdERQ,03,21,30
2016,520518,520541047,eGq0h1qdERQ,04,21,30
2016,520518,520541047,eGq0h1qdERQ,05,21,30
2016,520518,520541047,eGq0h1qdERQ,06,21,
2016,520518,520541047,eGq0h1qdERQ,07,21,
2016,520518,520541047,eGq0h1qdERQ,08,21,
2016,520518,520541047,eGq0h1qdERQ,09,21,
2016,520518,520541047,eGq0h1qdERQ,10,21,
2016,520518,520541047,eGq0h1qdERQ,11,21,
2016,520518,520541047,eGq0h1qdERQ,12,21,
2016,520518,520543048,YFpjbKDVCNS,07,21,
2016,520518,520543054,vcqkuvWI7fa,08,21,
2016,520519,520541055,uamgM45fZ6l,01,21,30
2016,520519,520541055,uamgM45fZ6l,02,21,30
2016,520519,520541055,uamgM45fZ6l,03,21,30
2016,520519,520541055,uamgM45fZ6l,04,21,30
2016,520519,520541055,uamgM45fZ6l,05,21,30
2016,520519,520541055,uamgM45fZ6l,06,21,30
2016,520519,520541055,uamgM45fZ6l,07,21,30
2016,520519,520541055,uamgM45fZ6l,08,21,
2016,520519,520541055,uamgM45fZ6l,09,21,30
2016,520519,520541055,uamgM45fZ6l,10,21,30
2016,520519,520541055,uamgM45fZ6l,11,21,30
2016,520519,520541055,uamgM45fZ6l,12,21,30
2016,520519,520551056,q0F0XmpN6lX,01,21,
2016,520519,520551056,q0F0XmpN6lX,02,21,
2016,520519,520551056,q0F0XmpN6lX,03,21,
2016,520519,520551056,q0F0XmpN6lX,04,21,
2016,520519,520551056,q0F0XmpN6lX,05,21,
2016,520519,520551056,q0F0XmpN6lX,06,21,
2016,520519,520551056,q0F0XmpN6lX,07,21,
2016,520519,520551056,q0F0XmpN6lX,08,21,
2016,520519,520551056,q0F0XmpN6lX,09,21,
2016,520519,520551056,q0F0XmpN6lX,10,21,
2016,520519,520551056,q0F0XmpN6lX,11,21,
2016,520519,520551056,q0F0XmpN6lX,12,21,
2016,520519,520551057,Fs5Pu2zCtgp,01,21,
2016,520519,520551057,Fs5Pu2zCtgp,02,21,
2016,520519,520551057,Fs5Pu2zCtgp,04,21,
2016,520519,520551057,Fs5Pu2zCtgp,05,21,
2016,520519,520551057,Fs5Pu2zCtgp,06,21,
2016,520519,520551057,Fs5Pu2zCtgp,07,21,
2016,520519,520551057,Fs5Pu2zCtgp,08,21,
2016,520519,520551057,Fs5Pu2zCtgp,09,21,
2016,520519,520551057,Fs5Pu2zCtgp,10,21,
2016,520519,520551057,Fs5Pu2zCtgp,11,21,
2016,520519,520551057,Fs5Pu2zCtgp,12,21,
2016,520520,520541058,IkPafKXkYQk,02,21,30
2016,520520,520541058,IkPafKXkYQk,03,21,30
2016,520520,520541058,IkPafKXkYQk,04,21,30
2016,520520,520541058,IkPafKXkYQk,05,21,
2016,520520,520541058,IkPafKXkYQk,06,21,30
2016,520520,520541058,IkPafKXkYQk,07,21,30
2016,520520,520541058,IkPafKXkYQk,08,21,30
2016,520520,520541058,IkPafKXkYQk,09,21,30
2016,520520,520541058,IkPafKXkYQk,10,21,
2016,520520,520541058,IkPafKXkYQk,11,21,30
2016,520520,520541058,IkPafKXkYQk,12,21,30
2016,530101,530141001,fm0RoQ799v5,01,21,
2016,530101,530141001,fm0RoQ799v5,02,21,
2016,530101,530141001,fm0RoQ799v5,03,21,
2016,530101,530141001,fm0RoQ799v5,04,21,
2016,530101,530141001,fm0RoQ799v5,05,21,
2016,530101,530141001,fm0RoQ799v5,06,21,
2016,530101,530141001,fm0RoQ799v5,07,21,
2016,530101,530141001,fm0RoQ799v5,08,21,0
2016,530101,530141001,fm0RoQ799v5,09,21,0
2016,530101,530141001,fm0RoQ799v5,10,21,0
2016,530101,530141001,fm0RoQ799v5,11,21,0
2016,530101,530141001,fm0RoQ799v5,12,21,0
2016,530101,530151002,BTSJ7x238Oi,01,21,
2016,530101,530151002,BTSJ7x238Oi,02,21,
2016,530101,530151002,BTSJ7x238Oi,03,21,
2016,530101,530151002,BTSJ7x238Oi,04,21,
2016,530101,530151002,BTSJ7x238Oi,05,21,
2016,530101,530151002,BTSJ7x238Oi,06,21,
2016,530101,530151002,BTSJ7x238Oi,07,21,
2016,530101,530151002,BTSJ7x238Oi,08,21,0
2016,530101,530151002,BTSJ7x238Oi,09,21,0
2016,530101,530151002,BTSJ7x238Oi,10,21,0
2016,530101,530151002,BTSJ7x238Oi,11,21,0
2016,530101,530151002,BTSJ7x238Oi,12,21,0
2016,530101,530151003,NOHHs6Nuf6b,01,21,
2016,530101,530151003,NOHHs6Nuf6b,02,21,
2016,530101,530151003,NOHHs6Nuf6b,03,21,
2016,530101,530151003,NOHHs6Nuf6b,04,21,30
2016,530101,530151003,NOHHs6Nuf6b,05,21,
2016,530101,530151003,NOHHs6Nuf6b,06,21,
2016,530101,530151003,NOHHs6Nuf6b,07,21,
2016,530101,530151003,NOHHs6Nuf6b,08,21,
2016,530101,530151003,NOHHs6Nuf6b,09,21,0
2016,530101,530151003,NOHHs6Nuf6b,10,21,0
2016,530101,530151003,NOHHs6Nuf6b,11,21,0
2016,530101,530151003,NOHHs6Nuf6b,12,21,0
2016,530102,530141004,hF26IWC32Jk,01,21,
2016,530102,530141004,hF26IWC32Jk,02,21,
2016,530102,530141004,hF26IWC32Jk,03,21,
2016,530102,530141004,hF26IWC32Jk,04,21,
2016,530102,530141004,hF26IWC32Jk,05,21,
2016,530102,530141004,hF26IWC32Jk,06,21,
2016,530102,530141004,hF26IWC32Jk,07,21,
2016,530102,530141004,hF26IWC32Jk,08,21,0
2016,530102,530141004,hF26IWC32Jk,09,21,0
2016,530102,530141004,hF26IWC32Jk,10,21,0
2016,530102,530141004,hF26IWC32Jk,11,21,0
2016,530102,530141004,hF26IWC32Jk,12,21,0
2016,530102,530151005,gWfavU2omak,01,21,
2016,530102,530151005,gWfavU2omak,02,21,
2016,530102,530151005,gWfavU2omak,03,21,
2016,530102,530151005,gWfavU2omak,04,21,
2016,530102,530151005,gWfavU2omak,05,21,
2016,530102,530151005,gWfavU2omak,06,21,
2016,530102,530151005,gWfavU2omak,07,21,
2016,530102,530151005,gWfavU2omak,08,21,0
2016,530102,530151005,gWfavU2omak,09,21,0
2016,530102,530151005,gWfavU2omak,10,21,0
2016,530102,530151005,gWfavU2omak,11,21,0
2016,530102,530151005,gWfavU2omak,12,21,0
2016,530102,530151006,HE1xztDlPWQ,01,21,
2016,530102,530151006,HE1xztDlPWQ,02,21,
